,req1,req2,BinaryClass,MultiClass,BLabelled,MLabelled
9,battery and run time;60 days run-time without pump,external av port(s);it would be possible to have these av ports configurable sending on/off information for different reasons;it would also be possible to have this ports communicate more complex information to some type of external hardware network,0,0,A,A
1526,mounting;versatility of mounting is important mounting inserts in the plastic ability to use zip-ties or heavy duty magnets ability to bolt it to a surface,pump module; if multiple inlets are used for sampling we’ll need to set the sample interval since we can’t draw on more than one at a time,0,0,A,A
1341,mounting;must be able to be carried with one hand,battery usage and tracking schedules;updated gas information does not need to continuously be transmitted,0,0,A,A
2300,bluetooth;the transportable will need to work with our existing location beacon products,configurations settings;location,0,0,A,A
1815,gas sensor cartridges;the transportable will need to support all gas combinations available with the four sensor cartridge this could be one to five gases,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;the device will work independent of gas detection,0,0,A,A
3646,configurations settings;calibration;ability to not allow calibration while in operation on the field,"sticky gas with pump requirement

- we would like the pump on transportable to support sticky gas ie
- cl2
- clo2
- o3 (stretch goal",0,0,A,A
3794,configurations settings;bump;automatic bump test on schedule toggle,messages;like the g7 the transportable should be able to receive messages from the server and send pre-canned and custom messages the way the g7 does from the configuration profile we want the ability to toggle-off or disable the ability to send messages from the transportable (we would like this functionality for the g7 as well but that’s a separate consideration) messaging would be available over cellular and satellite,0,0,A,A
2123,calibration and bump test;we would like the ability to pre-set a periodic bumps and cals on a schedule that the transportable would execute on independently,battery usage and tracking schedules;perhaps the device collects it’s logs for a period of time while there is no cell connection periodically it connects and dumps the logs (cellular only) if there is an alert it will quickly try to establish cell connection and report the high gas,0,0,A,A
2235,calibration and bump test;to perform a calibration on certain cartridge configurations the transportable may need to be connected to two or three cylinders multi gas voc and purge this will need to be configured so the transportable knows which inlet to draw from,configurations settings;sound:;can we have the speaker say “high gas detected hydrogen sulfide leave the area”? if so we would toggle this on/off,0,0,A,A
2024,calibration and bump test;we would like the ability to remotely initiate bump and cals this would of course require the transportable to have the pump module connected to a cylinder,satellite and cellular communication options;the satellite communication module should be relatively easy for a field technician to install that way we can easily sell the cellular version to customers and tell them that if that’s not good enough they can always upgrade without shipping back their device,0,0,A,A
3523,configurations settings;pump;maximum hose length: 100 feet minimum 0 feet sample time as a configuration with seconds granularity,satellite voice/ptt,0,0,A,A
3254,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,configurations settings;calibration;specify which inlets to use for gas and purge we will need a check here if the pump is set to sample from an inlet as well,0,0,A,A
3338,satellite and cellular communication options;we would like to have an option upgrade module which would when installed allow the transportable to also communicate with iridium satellites similar to the bridge,configurations settings;calibration;ability to not allow calibration while in operation on the field,0,0,A,A
2176,calibration and bump test;we would have to have a way to inform any users that a bump or cal is occurring and they are not being monitored the indicator has to be local at the device (for example: sound/yellow blue light) and this will reflect on the portal at the beginning and the end of bump/cal (mode change,configurations settings;notification when turned off: when a unit is placed in the field the operator might want to know if someone has tampered with it and turned it off  enable/disable toggle,0,0,A,A
769,the transportable will need its own bright lights and sound for alarms the lights and sound should work 360 deg,configurations settings;low battery notification: no auditory local alarm on device just a visual indication of low battery level on the device lcd  we will want the same portal related notifications as g7 such as email and sms  the device technicians are generally in a trailer not in the immediate area so a local alarm for low battery is not helpful,0,0,A,A
1035,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,software requirements;notification profile pages won’t need to change fundamentally we’ll need to add toggle settings for motion alert and a pump blocked (specify inlet,0,0,A,A
592,battery and run time;the transportable will have a battery charge level indicator,configurations settings;bump;bump test schedule setting (# days,0,0,A,A
831,external av port(s);the current concept design has two external av control ports these can be used for external lights or sirens basic binary on/off functionally linked to the transportable’s alarm levels,satellite and cellular communication options;we would like to have an option upgrade module which would when installed allow the transportable to also communicate with iridium satellites similar to the bridge,0,0,A,A
3084,pump module;[moved to future scope,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;we don’t need anything special here other than current g7 voice & ptt capabilities with the g7 we already have the ability to open a voice call without an alarm to device we did this for bs8484 this feature is toggled off by default on all orgs the use case for the transportable opening a communication channel would be a manager using the transportable to communicate an announcement to people in the area this ties into the mass notification mustering idea,0,0,A,A
1103,external av port(s);it would be useful for the transportable to detect and alarm on all gases but only trigger the shut down on when lel is detected,mass audio notification,0,0,A,A
1320,mounting;must be able to be carried with one hand,configurations settings;bump;automatic bump test on schedule toggle,0,0,A,A
2130,calibration and bump test;we would like the ability to pre-set a periodic bumps and cals on a schedule that the transportable would execute on independently,software requirements;notification profile pages won’t need to change fundamentally we’ll need to add toggle settings for motion alert and a pump blocked (specify inlet,0,0,A,A
981,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,movement detection;if motion detection auto-reset is disabled the user can still choose to set a one time motion detection this should be initiated from the portal once triggered it would need to be reset each time in the portal this set/reset feature could be in the info-bar,0,0,A,A
2316,bluetooth;the transportable will need to work with our existing location beacon products,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,0,0,A,A
1415,"mounting;the transportable can be fixed to a survey tripod “typically threaded with a 5/8"" x 11 tpi screw thread” we’ll want to source our own tripod to sell as a kit",battery usage and tracking schedules;to optimize battery life we’ll want the device to have the ability to limit some of the activities that are important for a portable but not as important for transportable this might be a throwback to some of our tracking products,0,0,A,A
3834,configurations settings;bump;bump test schedule setting (# days,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,0,0,A,A
1025,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,battery usage and tracking schedules;to optimize battery life we’ll want the device to have the ability to limit some of the activities that are important for a portable but not as important for transportable this might be a throwback to some of our tracking products,0,0,A,A
2662,movement detection;phil b 1/8/19 requirement changed: we will auto reset in the same way the tracking products did barry will define the details;set as part of the transportable configuration profile “movement detection auto-reset” should be an option when toggled on the transportable would always throw a notification when it is moved obviously it would need a buffer between notifications of around 15-30 minutes also it should not throw an notification for the first 30 minutes after it has been powered on the device would need to be powered down while moving it to avoid notifications,configurations settings;gas settings: same as g7 config,0,0,A,A
3377,satellite and cellular communication options;the satellite communication module should be relatively easy for a field technician to install that way we can easily sell the cellular version to customers and tell them that if that’s not good enough they can always upgrade without shipping back their device,configurations settings;pump;maximum hose length: 100 feet minimum 0 feet sample time as a configuration with seconds granularity,0,0,A,A
2087,calibration and bump test;we would like the ability to pre-set a periodic bumps and cals on a schedule that the transportable would execute on independently,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,0,0,A,A
2425,movement detection;movement detection should be a feature of the transportale essentially when the gyro/accelerometer detects movement the device would send a message to the server doing it this way as opposed to with gps would be advantageous because gps signals and locations can bounce around,configurations settings;low battery notification: no auditory local alarm on device just a visual indication of low battery level on the device lcd  we will want the same portal related notifications as g7 such as email and sms  the device technicians are generally in a trailer not in the immediate area so a local alarm for low battery is not helpful,0,0,A,A
3301,satellite and cellular communication options;all transportables should communicate with cellular networks like the g7c this would be the standard offering,configurations settings;bump;bump test schedule setting (# days,0,0,A,A
3112,pump module;the pump needs to work with chlorine,configurations settings;pump;the device has to be available with or without the pump module,0,0,A,A
2683,movement detection;if motion detection auto-reset is disabled the user can still choose to set a one time motion detection this should be initiated from the portal once triggered it would need to be reset each time in the portal this set/reset feature could be in the info-bar,certifications;   class 1 div 1 zone 0 what are the weather and water resistance standards for extended outdoor use? temperature - same as g7 specs the device needs to be resistant to rain ip-66/ip-67,0,0,A,A
3803,configurations settings;bump;automatic bump test on schedule toggle,battery usage and tracking schedules;perhaps the device collects it’s logs for a period of time while there is no cell connection periodically it connects and dumps the logs (cellular only) if there is an alert it will quickly try to establish cell connection and report the high gas,0,0,A,A
993,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,satellite and cellular communication options;all transportables should communicate with cellular networks like the g7c this would be the standard offering,0,0,A,A
4037,configurations settings;low battery notification: no auditory local alarm on device just a visual indication of low battery level on the device lcd  we will want the same portal related notifications as g7 such as email and sms  the device technicians are generally in a trailer not in the immediate area so a local alarm for low battery is not helpful,battery usage and tracking schedules;perhaps the device collects it’s logs for a period of time while there is no cell connection periodically it connects and dumps the logs (cellular only) if there is an alert it will quickly try to establish cell connection and report the high gas,0,0,A,A
1684,"the industrial design needs to be rugged tough bulletproof in both visual perception and application it needs to be a heavy duty piece of equipment not a delicate instrument 
the ground around plants and at field sites is uneven and there is random puddles of liquid everywhere for this reason we may want to have small standoff legs to raise the base of the device up an inch or so off the ground

on a similar note arearae techs told me to make sure the device is not top heavy they said that wind can blow the device over if possible we should avoid this but if it does happen we need to make sure it can’t blow over in such a way that it can rest on the ground covering the sensors",configurations settings;pump;the device has to be available with or without the pump module,0,0,A,A
3163,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;the device will work independent of gas detection,configurations settings;calibration;specify which inlets to use for gas and purge we will need a check here if the pump is set to sample from an inlet as well,0,0,A,A
1206,mounting;they are generally fixed to something while transported or during an extended hole watch its reasonable to expect them to be on the ground without a tripod the design should facilitate setting it down on the dirty ground,calibration and bump test;bump and cals need to be manually initiated from the device,0,0,A,A
2803,certifications;   class 1 div 1 zone 0 what are the weather and water resistance standards for extended outdoor use? temperature - same as g7 specs the device needs to be resistant to rain ip-66/ip-67,satellite and cellular communication options;we would like to have an option upgrade module which would when installed allow the transportable to also communicate with iridium satellites similar to the bridge,0,0,A,A
313,battery and run time;the transportable battery pack can be removed for fast charging outside of a hazardous location,pump module;the pump needs to work with chlorine,0,0,A,A
3652,configurations settings;calibration;automatic calibration on schedule toggle,configurations settings;bump;bump test schedule setting (# days,0,0,A,A
1366,"mounting;the transportable can be fixed to a survey tripod “typically threaded with a 5/8"" x 11 tpi screw thread” we’ll want to source our own tripod to sell as a kit",movement detection;movement detection should be a feature of the transportale essentially when the gyro/accelerometer detects movement the device would send a message to the server doing it this way as opposed to with gps would be advantageous because gps signals and locations can bounce around,0,0,A,A
1302,mounting;must be able to be carried with one hand,pump module;[moved to future scope,0,0,A,A
2313,bluetooth;the transportable will need to work with our existing location beacon products,battery usage and tracking schedules;updated gps locations can be less frequent perhaps only on motion,0,0,A,A
3938,configurations settings;sound:;can we have the speaker say “high gas detected hydrogen sulfide leave the area”? if so we would toggle this on/off,mass audio notification,0,0,A,A
560,battery and run time;the transportable will have a battery charge level indicator,bluetooth;related to the bluetooth regulator project the transportable should have the ability to receive cylinder pressure information,0,0,A,A
1484,mounting;the transportable can be hooked to a solar panel in a hazardous zone we’ll want to source our own so that it can be sold with the kit,messages;like the g7 the transportable should be able to receive messages from the server and send pre-canned and custom messages the way the g7 does from the configuration profile we want the ability to toggle-off or disable the ability to send messages from the transportable (we would like this functionality for the g7 as well but that’s a separate consideration) messaging would be available over cellular and satellite,0,0,A,A
1269,mounting;they are generally fixed to something while transported or during an extended hole watch its reasonable to expect them to be on the ground without a tripod the design should facilitate setting it down on the dirty ground,software requirements;the info bar on the maps should show the pump inlet configuration and if a satellite module is connected,0,0,A,A
124,battery and run time;the battery pack will not be swappable in a hazardous location,movement detection;setting or enabling movement detection should be initiated from the transportable’s lcd menu;once triggered motion detection would need to be reset,0,0,A,A
280,battery and run time;the transportable battery pack can be removed for fast charging outside of a hazardous location,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,0,0,A,A
1986,calibration and bump test;bump and cals need to be manually initiated from the device,satellite voice/ptt,0,0,A,A
3920,configurations settings;sound:;enable/disable toggle,software requirements;the transportable will need more information related to gas alerts depending on what inlet they are coming from for example high gas h2s from inlet 1 or over limit lel from inlet 3,0,0,A,A
1037,external av port(s);one of the ports will need the ability to stop a generator perhaps the port output alone won’t interface with a generator directly there might be an intermediary the use case is for the transportable to be close to a generator or other non-is equipment if the transportable detectors lel in the area it can shut off the equipment,team alerting requirements (sympathetic alerts,0,0,A,A
3802,configurations settings;bump;automatic bump test on schedule toggle,battery usage and tracking schedules;updated gas information does not need to continuously be transmitted,0,0,A,A
220,battery and run time;the transportable will have a power in port for slow battery charging that can be connected or disconnected inside a hazardous area the power in port can be supplied by a solar panel (hazardous locations) or other power supply (non-hazardous locations,pump module;this means that gas alerts need to be accompanied by inlet information for example h2s high gas alert 32 ppm from inlet one,0,0,A,A
496,battery and run time;the battery pack charge level of the transportable will be sent to the portal so that users can get notifications when a transportable is getting low,configurations settings;pump;toggle on/off which inlet(s) to draw from,0,0,A,A
1266,mounting;they are generally fixed to something while transported or during an extended hole watch its reasonable to expect them to be on the ground without a tripod the design should facilitate setting it down on the dirty ground,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,0,0,A,A
1283,mounting;must be able to be carried with one hand,calibration and bump test;bump and cals need to be manually initiated from the device,0,0,A,A
2985,pump module;the inlets will need to be configurable over the air via the portal if they are used to sample calibrate zero or purge,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;we don’t need anything special here other than current g7 voice & ptt capabilities with the g7 we already have the ability to open a voice call without an alarm to device we did this for bs8484 this feature is toggled off by default on all orgs the use case for the transportable opening a communication channel would be a manager using the transportable to communicate an announcement to people in the area this ties into the mass notification mustering idea,0,0,A,A
52,battery and run time;60 days run-time without pump,configurations settings;pump;maximum hose length: 100 feet minimum 0 feet sample time as a configuration with seconds granularity,0,0,A,A
1656,"the industrial design needs to be rugged tough bulletproof in both visual perception and application it needs to be a heavy duty piece of equipment not a delicate instrument 
the ground around plants and at field sites is uneven and there is random puddles of liquid everywhere for this reason we may want to have small standoff legs to raise the base of the device up an inch or so off the ground

on a similar note arearae techs told me to make sure the device is not top heavy they said that wind can blow the device over if possible we should avoid this but if it does happen we need to make sure it can’t blow over in such a way that it can rest on the ground covering the sensors",calibration and bump test;we would have to have a way to inform any users that a bump or cal is occurring and they are not being monitored the indicator has to be local at the device (for example: sound/yellow blue light) and this will reflect on the portal at the beginning and the end of bump/cal (mode change,0,0,A,A
3743,configurations settings;calibration;specify which inlets to use for gas and purge we will need a check here if the pump is set to sample from an inlet as well,software requirements;the transportable will need more information related to gas alerts depending on what inlet they are coming from for example high gas h2s from inlet 1 or over limit lel from inlet 3,0,0,A,A
2286,bluetooth;the transportable will need to work with our existing location beacon products,configurations settings;pump;cycle time for each inlet between 1 minute and 60 minutes with the resolution of 1 minute,0,0,A,A
636,battery and run time;the transportable battery pack will have its own independent charge level indicator,gas sensor cartridges;we plan to use our existing four sensor cartridges for the transportable the transportable will not need to interface with the standard (no gas) single sensor or four sensor pumped cartridges it will only need to physically interface with the non-pumped four sensor cartridge,0,0,A,A
4092,configurations settings;gas settings: same as g7 config,mass audio notification,0,0,A,A
3132,pump module;the pump needs to work with chlorine,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;we don’t need anything special here other than current g7 voice & ptt capabilities with the g7 we already have the ability to open a voice call without an alarm to device we did this for bs8484 this feature is toggled off by default on all orgs the use case for the transportable opening a communication channel would be a manager using the transportable to communicate an announcement to people in the area this ties into the mass notification mustering idea,0,0,A,A
610,battery and run time;the transportable will have a battery charge level indicator,battery usage and tracking schedules;to optimize battery life we’ll want the device to have the ability to limit some of the activities that are important for a portable but not as important for transportable this might be a throwback to some of our tracking products,0,0,A,A
2623,movement detection;setting or enabling movement detection should be initiated from the transportable’s lcd menu;once triggered motion detection would need to be reset,"sticky gas with pump requirement

- we would like the pump on transportable to support sticky gas ie
- cl2
- clo2
- o3 (stretch goal",0,0,A,A
2455,movement detection;the detection of motion would result in an alert and/or a notification in the portal,pump module;this means that gas alerts need to be accompanied by inlet information for example h2s high gas alert 32 ppm from inlet one,0,0,A,A
1904,need to be able to easily perform bump tests and calibrations at the deployment site without dismantling the transportable;when on site at cp chem the total safety arearae techs would do a daily calibration of each arearae they would walk around with a cylinder connected to a demand flow regulator and cal the devices one at at time they had 22 deployed on the site at the time and would go up to around 40 by the peak of the turn around they would calibration half for the day shift and half at night,configurations settings;sound:;enable/disable toggle,0,0,A,A
288,battery and run time;the transportable battery pack can be removed for fast charging outside of a hazardous location,mounting;for anti-theft we won’t provide a special locking mechanism if the owners are worried about theft they can bolt it to something,0,0,A,A
3985,configurations settings;location,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;calls can be made from the device to a set list of phone numbers,0,0,A,A
1817,gas sensor cartridges;the transportable will need to support all gas combinations available with the four sensor cartridge this could be one to five gases,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,0,0,A,A
2494,movement detection;the detection of motion would result in an alert and/or a notification in the portal,satellite voice/ptt,0,0,A,A
4132,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;we don’t need anything special here other than current g7 voice & ptt capabilities with the g7 we already have the ability to open a voice call without an alarm to device we did this for bs8484 this feature is toggled off by default on all orgs the use case for the transportable opening a communication channel would be a manager using the transportable to communicate an announcement to people in the area this ties into the mass notification mustering idea,battery usage and tracking schedules;perhaps the device collects it’s logs for a period of time while there is no cell connection periodically it connects and dumps the logs (cellular only) if there is an alert it will quickly try to establish cell connection and report the high gas,0,0,A,A
3137,pump module;the pump needs to work with chlorine,battery usage and tracking schedules;to optimize battery life we’ll want the device to have the ability to limit some of the activities that are important for a portable but not as important for transportable this might be a throwback to some of our tracking products,0,0,A,A
4054,configurations settings;notification when turned off: when a unit is placed in the field the operator might want to know if someone has tampered with it and turned it off  enable/disable toggle,satellite voice/ptt,0,0,A,A
2736,movement detection;if motion detection auto-reset is disabled the user can still choose to set a one time motion detection this should be initiated from the portal once triggered it would need to be reset each time in the portal this set/reset feature could be in the info-bar,"sticky gas with pump requirement

- we would like the pump on transportable to support sticky gas ie
- cl2
- clo2
- o3 (stretch goal",0,0,A,A
2159,calibration and bump test;we would have to have a way to inform any users that a bump or cal is occurring and they are not being monitored the indicator has to be local at the device (for example: sound/yellow blue light) and this will reflect on the portal at the beginning and the end of bump/cal (mode change,configurations settings;pump;cycle time for each inlet between 1 minute and 60 minutes with the resolution of 1 minute,0,0,A,A
1388,"mounting;the transportable can be fixed to a survey tripod “typically threaded with a 5/8"" x 11 tpi screw thread” we’ll want to source our own tripod to sell as a kit",configurations settings;pump;maximum hose length: 100 feet minimum 0 feet sample time as a configuration with seconds granularity,0,0,A,A
3306,satellite and cellular communication options;all transportables should communicate with cellular networks like the g7c this would be the standard offering,configurations settings;sos latch pull: enable/disable toggle,0,0,A,A
497,battery and run time;the battery pack charge level of the transportable will be sent to the portal so that users can get notifications when a transportable is getting low,configurations settings;pump;maximum hose length: 100 feet minimum 0 feet sample time as a configuration with seconds granularity,0,0,A,A
374,battery and run time;while fast charging each transportable battery pack will require its own outlet gang charging from a single outlet is not a requirement,mounting;the transportable can be hooked to a solar panel in a hazardous zone we’ll want to source our own so that it can be sold with the kit,0,0,A,A
2866,pump module;the pump module of the transportable will have four inlets each inlet can draw a sample from a different location but not at the same time,configurations settings;calibration;specify which inlets to use for gas and purge we will need a check here if the pump is set to sample from an inlet as well,0,0,A,A
1796,gas sensor cartridges;the transportable will need to support all gas combinations available with the four sensor cartridge this could be one to five gases,calibration and bump test;we would like the ability to pre-set a periodic bumps and cals on a schedule that the transportable would execute on independently,0,0,A,A
3700,configurations settings;calibration;calibration schedule setting (# days,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;calls can be made from the device to a set list of phone numbers,0,0,A,A
4148,voice calling: a call can be placed to the device without setting it into alarm the channel just opens and the person can talk;calls can be made from the device to a set list of phone numbers,battery usage and tracking schedules;perhaps the device collects it’s logs for a period of time while there is no cell connection periodically it connects and dumps the logs (cellular only) if there is an alert it will quickly try to establish cell connection and report the high gas,0,0,A,A
2965,pump module;the inlets will need to be configurable over the air via the portal if they are used to sample calibrate zero or purge,configurations settings;pump;the device has to be available with or without the pump module,1,3,M,M
4036,configurations settings;low battery notification: no auditory local alarm on device just a visual indication of low battery level on the device lcd  we will want the same portal related notifications as g7 such as email and sms  the device technicians are generally in a trailer not in the immediate area so a local alarm for low battery is not helpful,battery usage and tracking schedules;updated gas information does not need to continuously be transmitted,0,0,A,A
647,battery and run time;the transportable battery pack will have its own independent charge level indicator,movement detection;the detection of motion would result in an alert and/or a notification in the portal,0,0,A,A
1086,external av port(s);it would be useful for the transportable to detect and alarm on all gases but only trigger the shut down on when lel is detected,configurations settings;bump;automatic bump test on schedule toggle,0,0,A,A
1382,"mounting;the transportable can be fixed to a survey tripod “typically threaded with a 5/8"" x 11 tpi screw thread” we’ll want to source our own tripod to sell as a kit",gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,0,0,A,A
2851,pump module;the pump module of the transportable will have four inlets each inlet can draw a sample from a different location but not at the same time,pump module;the pump needs to work with chlorine,0,0,A,A
1175,need a visual way to look at a transportable while in the field and see if it is connected to the network green suresafe connectivity light needs to be visible,configurations settings;notification when turned off: when a unit is placed in the field the operator might want to know if someone has tampered with it and turned it off  enable/disable toggle,0,0,A,A
3380,satellite and cellular communication options;the satellite communication module should be relatively easy for a field technician to install that way we can easily sell the cellular version to customers and tell them that if that’s not good enough they can always upgrade without shipping back their device,configurations settings;calibration;ability to not allow calibration while in operation on the field,0,0,A,A
2895,pump module;the pump module of the transportable will have four inlets each inlet can draw a sample from a different location but not at the same time,software requirements;as discussed above the transportable will need it’s own configuration page this should be a grouped/shared style configuration like the g7 devices not an individual configuration like the docks transportables will be rented and deployed in batches of 1 - 200 depending on the job  the docks need to be plumbed with gas and updated with a button press  they also have unique cylinder information… though if we bump/cal from a dock it will also have unique cylinder info the cylinder info for transportables can be kept on the device instance page for the transportable,0,0,A,A
890,external av port(s);it would be possible to have these av ports configurable sending on/off information for different reasons;it would also be possible to have this ports communicate more complex information to some type of external hardware network,calibration and bump test;we would like the ability to pre-set a periodic bumps and cals on a schedule that the transportable would execute on independently,0,0,A,A
608,battery and run time;the transportable will have a battery charge level indicator,mass audio notification,0,0,A,A
2271,bluetooth;the transportable will need to work with our existing location beacon products,pump module;the pump module of the transportable will have four inlets each inlet can draw a sample from a different location but not at the same time,0,0,A,A
3912,configurations settings;sound:;enable/disable toggle,mass audio notification,0,0,A,A
2211,calibration and bump test;to perform a calibration on certain cartridge configurations the transportable may need to be connected to two or three cylinders multi gas voc and purge this will need to be configured so the transportable knows which inlet to draw from,pump module; if multiple inlets are used for sampling we’ll need to set the sample interval since we can’t draw on more than one at a time,0,0,A,A
1826,gas sensor cartridges;the transportable will need to support all gas combinations available with the four sensor cartridge this could be one to five gases,configurations settings;calibration;ability to not allow calibration while in operation on the field,0,0,A,A
306,battery and run time;the transportable battery pack can be removed for fast charging outside of a hazardous location,confined space connectivity;for the shutdown/turnaround market the transportable needs to be able to communicate in confined space this may need further field testing/verification and improvement in future iteration,0,0,A,A
2487,movement detection;the detection of motion would result in an alert and/or a notification in the portal,configurations settings;language: same as g7 config,0,0,A,A
4179,mass audio notification,software requirements;alerts can work the same way they do now on the g7 unacknowledged acknowledged resolved;gas alarms will work the same way they do on g7 - they stop local alarming when gas levels recede but the remote portal alarm is persistent until ack’d  the blue responding indicator will still be present on the transportable we should still resolve alerts that are older than 2 weeks,0,0,A,A
1854,gas sensor cartridges;the transportable will need to support all gas combinations available with the four sensor cartridge this could be one to five gases,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,0,0,A,A
353,battery and run time;the transportable battery pack can be removed for fast charging outside of a hazardous location,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,0,0,A,A
3454,configurations settings;custom name: assigned to the device like naming a dock,software requirements;alert profile and notification profile pages won’t need to change fundamentally we’ll need to add toggle settings for motion alert and a pump blocked (specify inlet,0,0,A,A
1443,mounting;the transportable can be hooked to a solar panel in a hazardous zone we’ll want to source our own so that it can be sold with the kit,movement detection;setting or enabling movement detection should be initiated from the transportable’s lcd menu;and also remotely from the portal,0,0,A,A
1059,external av port(s);it would be useful for the transportable to detect and alarm on all gases but only trigger the shut down on when lel is detected,movement detection;setting or enabling movement detection should be initiated from the transportable’s lcd menu;once triggered motion detection would need to be reset,0,0,A,A
4246,software requirements;the transportable will appear on the maps pages with a new icon g7 is a person bridge is a network icon not sure what the transportable should be,software requirements;alert profile and notification profile pages won’t need to change fundamentally we’ll need to add toggle settings for motion alert and a pump blocked (specify inlet,0,0,A,A
3636,configurations settings;calibration;ability to not allow calibration while in operation on the field,battery usage and tracking schedules;updated gps locations can be less frequent perhaps only on motion,0,0,A,A
3264,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,configurations settings;connection lost notification: no alarm on device just portal/email/sms,0,0,A,A
666,battery and run time;the transportable battery pack will have its own independent charge level indicator,configurations settings;custom name: assigned to the device like naming a dock,0,0,A,A
460,battery and run time;the battery pack charge level of the transportable will be sent to the portal so that users can get notifications when a transportable is getting low,"mounting;the transportable can be fixed to a survey tripod “typically threaded with a 5/8"" x 11 tpi screw thread” we’ll want to source our own tripod to sell as a kit",0,0,A,A
3214,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;ability to use a speaker for communicating with the user,configurations settings;lights: enable/disable toggle,0,0,A,A
3850,configurations settings;bump;specify which inlets to use for gas and purge we will need a check here if the pump is set to sample from an inlet as well this would be a conflict,configurations settings;notification when turned off: when a unit is placed in the field the operator might want to know if someone has tampered with it and turned it off  enable/disable toggle,0,0,A,A
2249,calibration and bump test;to perform a calibration on certain cartridge configurations the transportable may need to be connected to two or three cylinders multi gas voc and purge this will need to be configured so the transportable knows which inlet to draw from,battery usage and tracking schedules;to optimize battery life we’ll want the device to have the ability to limit some of the activities that are important for a portable but not as important for transportable this might be a throwback to some of our tracking products,0,0,A,A
3261,gasless operation: the transportable could also be used as an emergency and evacuation product on a gasless site employees could pull the latch on the transportable;from the portal a safety administrator could trigger all of the transportables installed around the site to flash and broadcast verbal messages to “evacuate to muster point b… evacuate to muster point b”,configurations settings;sound:;can we have the speaker say “high gas detected hydrogen sulfide leave the area”? if so we would toggle this on/off,0,0,A,A
3000,pump module;the inlets will need to be configurable over the air via the portal if they are used to sample calibrate zero or purge,software requirements;notification profile pages won’t need to change fundamentally we’ll need to add toggle settings for motion alert and a pump blocked (specify inlet,0,0,A,A
1290,mounting;must be able to be carried with one hand,movement detection;movement detection should be a feature of the transportale essentially when the gyro/accelerometer detects movement the device would send a message to the server doing it this way as opposed to with gps would be advantageous because gps signals and locations can bounce around,0,0,A,A
