class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
12793,12793,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.
",4.3.9.1a,0,0.083784591,0,,
8446,8446,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"the retention period for the recorded data will be different and two levels are foreseen:
",4.3.10.5,0,0.083761478,0.17142858,,
8166,8166,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,"etcs shall supervise shunting operation to a permitted national speed value.
",4.1.3.5a,0,0.083700236,0,,
38757,38757,"in the event of a transmission failure the following reactions, shall be capable of being applied in accordance with a national value:
	",5.1.3.1,"when a train has received an emergency stop etcs shall command the emergency brake.
",4.6.4.7,0,0.083637544,0.35555556,,
12010,12010,"the train shall leave partial supervision when the trainborne equipment is not operative any longer, when shunting is selected or when full supervision is available.
",4.1.4.6,"the retention period for the recorded data will be different and two levels are foreseen:
",4.3.10.5,0,0.083626061,0,,
12997,12997,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.083621098,0.06666667,,
12777,12777,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.083614257,0.23846154,,
16363,16363,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.083519735,0,,
37266,37266,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,0,0.083516633,0.1125,,
36041,36041,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,0,0.083509827,0.083333336,,
16163,16163,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,0,0.083498395,0.08012821,,
3011,3011,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,0,0.083421785,0.14835165,,
37481,37481,"reversing shall be supervised to a distance and speed set as national values
",4.9.10.6,"it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority.
",4.1.5.1b,0,0.083409411,0.27142859,,
38021,38021,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,0,0.083409397,0.12916666,,
3722,3722,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the emergency brake shall be applied until the traction unit is stationary.
",4.6.12.3,0,0.08335364,0.19642857,,
13011,13011,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"the override control shall be protected against inadvertent operation.
",4.5.2.2b,0,0.083254953,0,,
3300,3300,"during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state.
",3.9.1.3,"it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab.
",4.4.1.1,0,0.083134838,0,,
38034,38034,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,"once received onboard the national values shall remain valid even if the onboard equipment is switched off
",3.10.1.6,0,0.08312703,0.072916664,,
36848,36848,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,0,0.083108351,0.12698413,,
12196,12196,"it shall be possible to order a train trip when passing a stop signal
",4.1.4.7,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.083102627,0.15277778,,
1054,1054,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,0,0.082959334,0,,
18336,18336,"etcs shall collect all relevant information concerning train and line speed.
",4.3.1.1,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,0,0.082886812,0.20192307,,
257,257,"etcs shall be able to supervise train and shunting movements.
",3.1.1.1b,"the train shall leave partial supervision when the trainborne equipment is not operative any longer, when shunting is selected or when full supervision is available.
",4.1.4.6,0,0.082773657,0.20952381,,
4024,4024,"the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements
",3.10.1.1,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,0,0.082746603,0,,
8434,8434,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.082735645,0.16964285,,
7056,7056,"the system for train data entry shall provide for the input of other data required by stms connected to etcs. this may require additional items, not required for etcs, to be entered.
",4.1.2.13,"when using more than one traction unit this function shall be disabled in all but the leading traction unit.
",4.3.9.4,0,0.082712078,0.07941177,,
8465,8465,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,0,0.082679256,0.14285715,,
12773,12773,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,0,0.082596728,0.13571429,,
15139,15139,"the etcs on-board shall be capable of receiving track description from the trackside.
",4.1.1.1,"etcs shall collect all relevant information concerning train and line speed.
",4.3.1.1,0,0.082583355,0.125,,
13955,13955,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"based on all relevant data, the etcs shall calculate an emergency braking curve and a service braking curve
",4.3.2.1a,0,0.082557627,0,,
12425,12425,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,0,0.082233015,0,,
4276,4276,"national values shall be applicable to a defined area
",3.10.1.3,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.082226038,0.104166664,,
2508,2508,"transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.
",3.9.1.2b,"it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab.
",4.4.1.1,0,0.082188267,0.08571429,,
15330,15330,"it shall be possible to send information on adhesion conditions from trackside.
",4.1.1.3a,"using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.
",4.2.3.1,0,0.082116915,0.20168068,,
14849,14849,"the ceiling speed value for the unfitted operation is determined by the lower value out of
",4.1.8.4,"in etcs with rbc this restriction on performance shall, if possible be transmitted to the rbc.
",5.2.1.2c,0,0.082080963,0,,
3751,3751,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.081926829,0.08571429,,
652,652,"etcs is required to be functional to a maximum train speed of 500 km/h.
",3.1.1.10,"this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver.
",4.1.4.4c,0,0.081915091,0.19090909,,
12161,12161,"it shall be possible to order a train trip when passing a stop signal
",4.1.4.7,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,0,0.081869922,0.16374269,,
25916,25916,"standardised output interfaces shall enable transmission of information recorded to other media for investigation
",4.3.10.4a,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.0818281,0,,
19531,19531,"when changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.
",4.3.2.2a,"standardised output interfaces shall enable transmission of information recorded to other media for investigation
",4.3.10.4a,0,0.081825137,0,,
8359,8359,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,0,0.081798986,0.15476191,,
3468,3468,"if an etcs equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped.
",3.9.1.4,"the release speed shall be calculated on board, based on either:
",4.3.3.1,0,0.081762204,0,,
9166,9166,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver.
",4.1.4.4c,0,0.081760961,0.095454544,,
14007,14007,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.08166557,0.16025642,,
18807,18807,"this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains.
",4.3.1.2b,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.081598642,0.071794875,,
4869,4869,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.081562174,0.1736111,,
1319,1319,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"the following information shall be recorded:
",4.3.10.7,0,0.081499786,0.16346154,,
9454,9454,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"it shall be possible to command an immediate train stop.
",4.6.4.1b,0,0.081499021,0.114583336,,
36845,36845,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,"national values shall be applicable to a defined area
",3.10.1.3,0,0.081492798,0.30952382,,
6857,6857,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,0,0.0814873,0.08846154,,
8773,8773,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,0,0.081437824,0.075,,
24083,24083,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.081417072,0.071794875,,
26068,26068,"the retention period for the recorded data will be different and two levels are foreseen:
",4.3.10.5,"it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab.
",4.4.1.1,0,0.081303923,0.08571429,,
1345,1345,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.081298491,0.12179487,,
12361,12361,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,0,0.081242081,0.16666667,,
1234,1234,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,0,0.081241534,0.069711536,,
4600,4600,"if the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.
",3.10.1.1,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,0,0.081233922,0.072916664,,
12762,12762,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.081233362,0,,
26281,26281,"the following information shall be recorded:
",4.3.10.7,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.081207265,0.16666667,,
16119,16119,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,0,0.08108201,0,,
22541,22541,"the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs.
",4.3.6.3,"it shall be possible to send plain text messages from track to train.
",4.8.8.1,0,0.081060374,0,,
29457,29457,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.081001962,0.25,,
14372,14372,"unfitted operation shall be possible if selected by the driver at start up
",4.1.8.2,"a train shall be supervised to its static and dynamic train speed profiles.
",4.3.7.1,0,0.080982878,0.13392857,,
9499,9499,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"if the train is equipped with only one operational radio, passing from one rbc to another shall still be possible but might result in a performance penalty.
",4.9.12.3,0,0.080977827,0.06458333,,
9284,9284,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"information shall be shown on the dmi
",4.8.10.2,0,0.080960243,0.175,,
1225,1225,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,0,0.080895415,0.16025642,,
38253,38253,"if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed).
",4.9.12.2,"transfer to shunting on driverü??s selection shall only be possible when stationary.
",4.1.3.2a,0,0.080882699,0.26666668,,
2755,2755,"if, as a result of an automatic transition, except for transitions to and from national operation (stm), the responsibility for the driver increases, the etcs shall seek an acknowledgement from the driver, whether the train is stationary or not.
",3.9.1.2c,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,0,0.080818286,0.06787331,,
29464,29464,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.080793513,0.24038461,,
12008,12008,"the train shall leave partial supervision when the trainborne equipment is not operative any longer, when shunting is selected or when full supervision is available.
",4.1.4.6,"information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven.
",4.3.10.3,0,0.080702633,0,,
5097,5097,"at start up, the on board equipment shall perform an automatic self-test.
",4.1.1.3a,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.080635065,0,,
36972,36972,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.080595495,0.22619048,,
2865,2865,"for transitions to and from national operation (stm) the etcs shall request, an acknowledgement by the driver.
",3.9.1.2d,"this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains.
",4.3.1.2b,0,0.080591903,0,,
13000,13000,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"the retention period for the recorded data will be different and two levels are foreseen:
",4.3.10.5,0,0.080585931,0,,
8476,8476,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,0,0.080553502,0.23809524,,
12786,12786,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"visual and acoustic warnings to the driver about possible intervention from etcs shall be given to enable the driver to react and avoid intervention.
",4.3.6.5,0,0.080520239,0,,
18324,18324,"etcs shall collect all relevant information concerning train and line speed.
",4.3.1.1,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,0,0.080365101,0.20833333,,
8782,8782,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"unfitted operation shall be possible if ordered by trackside
",4.1.8.1,0,0.080348245,0.125,,
6188,6188,"train data may be entered automatically from a railway management system or from train memory.
",4.1.2.5a,"it shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".
",4.1.3.6,0,0.080333474,0.19444445,,
4818,4818,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,"when the etcs trainborne equipment is isolated, the system shall not show any etcs information other than the fact that the system is isolated.",4.1.6.5,0,0.080241952,0.097222224,,
3099,3099,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,"standardised output interfaces shall enable transmission of information recorded to other media for investigation
",4.3.10.4a,0,0.080239501,0,,
9431,9431,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,0,0.080234477,0.069711536,,
3703,3703,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the train speed shall be at or below a speed specified by a national value.
",4.5.2.1,0,0.080211523,0.11904762,,
1287,1287,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"it shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.
",4.3.2.3,0,0.080209695,0.07417583,,
1806,1806,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,"at start up, the on board equipment shall perform an automatic self-test.
",4.1.1.3a,0,0.080206537,0,,
22321,22321,"there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function ",4.3.5.2,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.080171641,0.08012821,,
9190,9190,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,0,0.080111551,0.1,,
12757,12757,"full supervision shall provide supervision of speed and distance.
",4.1.5.4,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,0,0.079963068,0.15,,
14165,14165,"unfitted operation shall be possible if ordered by trackside
",4.1.8.1,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,0,0.07995684,0.1388889,,
16205,16205,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,"the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.
",4.8.1.6,0,0.079941268,0,,
38086,38086,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,"the ceiling speed value for the unfitted operation is determined by the lower value out of
",4.1.8.4,0,0.079832511,0.1875,,
37157,37157,"reversing shall be possible as defined by a value given with the ma
",4.9.10.2,the train trip function ,4.4.1.3,0,0.079702512,0.43333334,,
36673,36673,"if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.
",4.9.10.4,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,0,0.079629535,0.069711536,,
8368,8368,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"exit from shunting shall take place when the driver selects exit from shunting.
",4.1.3.8b,0,0.079614854,0.09821428,,
25117,25117,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,"the onboard equipment shall display plain text messages as received.
",4.8.8.5,0,0.079586999,0,,
13016,13016,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,0,0.079465991,0.07878788,,
36317,36317,"the co-operative revocation of the ma shall be possible to a new target location, proposed from rbc.
",4.9.10.2,"before entering an occupied track, a driver acknowledgement shall be requested.
",4.2.3.4,0,0.079465873,0.14285715,,
12427,12427,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,0,0.079352915,0,,
3686,3686,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"the trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.
",4.3.9.1b,0,0.079348341,0.23214285,,
1604,1604,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"national values shall be applicable to a defined area
",3.10.1.3,0,0.079273077,0.11666667,,
7903,7903,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,0,0.079139848,0.20192307,,
6813,6813,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,0,0.079129116,0,,
8494,8494,"an etcs equipped traction unit shall be capable of being moved in shunting without train data, track data or movement authority.
",4.1.3.1,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.079125775,0.16233766,,
6243,6243,"train data may be entered automatically from a railway management system or from train memory.
",4.1.2.5a,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.079040019,0.22435898,,
1238,1238,"trains equipped for ertms/etcs application level 3 shall be able to run on lines equipped with ertms/etcs application level 3, 2, 1 and 0, trains equipped for ertms/etcs application level 2 shall be able to run on lines equipped with ertms/etcs application level 2, 1 and 0 and trains equipped for ertms/etcs application level 1 shall be able to run on lines equipped with ertms/etcs application level 1 and 0.
",3.2.1.3c,"it shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".
",4.1.3.6,0,0.079037635,0.08012821,,
24144,24144,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,"reversing shall be supervised to a distance and speed set as national values
",4.9.10.6,0,0.079033956,0.20192307,,
10655,10655,"exit from shunting shall take place when the driver selects exit from shunting.
",4.1.3.8b,"after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
",4.6.12.5b,0,0.078974501,0,,
9183,9183,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"the etcs on-board shall be capable of receiving track description from the trackside.
",4.1.1.1,0,0.078901858,0.1125,,
4436,4436,"once received onboard the national values shall remain valid even if the onboard equipment is switched off
",3.10.1.6,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,0,0.078863958,0,,
6226,6226,"train data may be entered automatically from a railway management system or from train memory.
",4.1.2.5a,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,0,0.078788558,0.19444445,,
661,661,"etcs is required to be functional to a maximum train speed of 500 km/h.
",3.1.1.10,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,0,0.078767105,0.10555556,,
37494,37494,"reversing shall be supervised to a distance and speed set as national values
",4.9.10.6,"the etcs on-board shall be capable of receiving track description from the trackside.
",4.1.1.1,0,0.078744603,0.325,,
13843,13843,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,0,0.07873382,0.15384616,,
12381,12381,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.078728718,0.10512821,,
2650,2650,"if, as a result of an automatic transition, except for transitions to and from national operation (stm), the responsibility for the driver increases, the etcs shall seek an acknowledgement from the driver, whether the train is stationary or not.
",3.9.1.2c,"it shall be possible to send information on adhesion conditions from trackside.
",4.1.1.3a,0,0.078639147,0,,
15413,15413,"it shall be possible to send information on adhesion conditions from trackside.
",4.1.1.3a,"the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.
",4.8.1.6,0,0.078572523,0.22619048,,
264,264,"etcs shall be able to supervise train and shunting movements.
",3.1.1.1b,"when the etcs trainborne equipment is isolated, the system shall not show any etcs information other than the fact that the system is isolated.",4.1.6.5,0,0.07850032,0.11309524,,
